Cod_Cliente,Max_Valor,Mediana_Valor,Media_Valor,Std_Valor,Num_Transacciones,Hora_Mas_Frecuente,Dia_Semana_Mas_Frecuente,Mes_Mas_Frecuente,Num_PAGO_TARJETA_CREDITO,Num_REMESAS,Num_TRANSFER_BANCOS,Num_TRANSFER_EXTERNAS,Num_TRANSFER_INTERNACIONAL,Num_TRANSFER_INTERNAS
1599534,2000.0,350.0,556.3113333333333,532.366587715084,30,5535,3,11,2,0,28,0,0,0
1599535,623.06,274.82,279.6629032258064,193.3360695816751,31,26887,4,5,11,0,20,0,0,0
1599536,2500.0,210.0,364.7000787401575,430.16579035813413,127,55528,2,12,10,0,68,4,0,45
1599537,1000.0,7.015,172.67166666666665,405.3165464382952,6,34247,2,10,3,0,3,0,0,0
1599538,915.0,330.01,408.8977777777778,273.97245006527794,18,30989,5,11,0,0,18,0,0,0
1599539,3400.0,110.93,225.64070652173913,380.98201079118246,184,39349,5,12,11,0,100,0,0,73
1599540,3800.0,210.0,394.91475,657.9975466012539,40,23520,3,2,17,0,23,0,0,0
1599541,1313.0,200.0,356.0676923076923,351.0723850849434,13,25967,2,2,0,0,1,0,0,12
1599542,500.0,107.5,146.71052631578948,115.87456123004756,38,31736,6,9,10,0,27,0,0,1
1599543,878.0,191.25,248.58454545454543,239.32371605018434,22,29437,3,12,1,0,21,0,0,0
1599544,1300.3,65.56,243.0875,295.17534230779125,24,32587,4,2,0,0,24,0,0,0
1599545,10000.0,5100.0,5100.0,6929.646455628165,2,65530,2,5,0,0,1,0,0,1
1599546,872.0,100.0,137.876,144.50521289940392,50,27794,5,2,10,0,40,0,0,0
1599547,2500.0,125.0,340.81166666666667,468.45793685661334,60,25674,2,4,0,0,24,5,0,31
1599548,275.1,90.0,99.54936000000001,71.27363900720263,125,26626,2,4,9,0,116,0,0,0
1599549,380.0,133.9,151.95785714285714,105.0526893573353,14,29407,3,4,11,0,3,0,0,0
1599550,10.0,10.0,10.0,,1,51413,5,3,0,0,1,0,0,0
1599551,1000.0,100.0,267.9714285714286,249.42681181817946,35,27495,2,12,0,0,35,0,0,0
1599552,1000.0,71.33,150.48117647058822,190.77336629662827,68,32332,2,9,10,0,38,0,0,20
1599553,4847.63,197.5,498.1328571428572,1016.489473498423,42,29781,2,9,2,0,34,6,0,0
1599554,1571.0,27.75,98.33782051282051,213.84106498007233,78,28835,6,2,14,0,37,0,0,27
1599555,150.0,61.0,73.54545454545455,46.50454523240419,11,28304,4,2,0,0,5,0,0,6
1599556,1200.0,500.0,588.0,395.8751606973376,15,25975,4,11,0,0,15,0,0,0
1599557,500.0,325.0,300.5,167.33947531888583,10,35474,5,2,0,0,10,0,0,0
1599558,900.0,60.0,113.70968085106382,144.77327697369947,94,18787,5,4,28,0,19,37,0,10
1599559,900.0,900.0,900.0,,1,58234,6,8,0,0,1,0,0,0
1599560,450.2,116.0,123.29074766355141,96.5073960573766,107,29666,6,4,5,0,56,3,0,43
1599561,300.0,150.0,156.3846153846154,88.19253413369567,13,28179,2,11,0,0,13,0,0,0
1599562,3000.0,315.0,736.4285714285714,880.5470951704893,14,30502,3,1,0,0,14,0,0,0
1599563,3000.0,100.0,300.5501492537314,421.38518459774735,201,26750,4,6,15,0,104,80,0,2
1599564,895.0,100.0,207.05886363636364,192.3417988073474,44,33332,3,2,20,0,24,0,0,0
1599565,301.0,117.0,161.5,78.58689458173035,6,31657,2,1,6,0,0,0,0,0
1599566,3000.0,36.3,142.55084337349396,370.1566077836048,83,28363,3,12,18,0,23,0,0,42
1599567,315.0,70.0,112.0,93.55751072201525,65,29964,4,7,1,0,62,0,0,2
1599568,350.0,280.0,251.42857142857142,87.64104278791064,7,24605,2,5,0,0,7,0,0,0
1599569,8500.0,150.5,419.6267741935484,1171.8557976130255,62,12023,4,9,0,0,36,26,0,0
1599570,5699.0,166.5,803.5,1735.5889970458636,10,28748,5,2,0,0,10,0,0,0
1599571,3000.0,78.0,228.226875,531.1383739420363,32,30056,2,6,1,0,31,0,0,0
1599572,6000.0,150.0,437.58337837837837,1064.37151738214,148,9993,2,9,26,0,46,0,0,76
1599573,500.0,200.0,228.9655172413793,102.88637378841791,29,27629,2,1,14,0,15,0,0,0
1599574,180.0,180.0,180.0,,1,49276,4,10,1,0,0,0,0,0
1599575,3361.59,150.0,930.3975,1621.8640814481548,4,36206,2,1,0,0,4,0,0,0
1599576,5000.0,235.0,383.2397435897436,605.9284151152588,78,29356,6,12,0,0,61,0,0,17
1599577,5000.0,1050.0,1527.2,1366.9446465262106,25,27380,2,5,0,0,25,0,0,0
1599578,10000.0,402.0,1301.6567441860464,2297.4269794300226,43,24031,5,5,6,0,36,0,0,1
1599579,600.0,100.0,169.1646875,165.87307078848698,32,23911,3,1,11,0,6,15,0,0
1599580,3500.0,400.0,765.3822222222221,780.90427755231,45,31522,2,2,12,0,29,0,0,4
1599581,10000.0,200.0,462.02944649446493,869.269855351194,271,20721,3,2,33,0,198,0,0,40
1599582,800.0,125.0,232.0344827586207,237.20277545765663,58,28696,2,3,5,0,52,0,0,1
1599583,1000.0,217.5,287.97333333333336,248.34539250098962,18,16802,2,5,11,0,7,0,0,0
1599584,1237.17,60.0,103.46585585585586,149.54372635373525,111,17654,2,9,18,0,44,1,0,48
1599585,1000.0,45.379999999999995,108.45850649350649,139.1139204951562,154,25863,6,4,30,0,35,3,0,86
1599586,494.37,75.0,118.88166666666666,113.48377309502162,18,28958,2,1,0,0,16,0,0,2
1599587,1500.0,115.0,572.65,803.1312579522728,3,33767,2,8,2,0,1,0,0,0
1599588,1000.0,25.0,76.26675675675675,164.82692350284105,37,33484,3,4,0,0,37,0,0,0
1599589,1094.25,131.5,179.04543103448276,175.0363353800886,116,17888,6,4,21,0,82,0,0,13
1599590,4000.0,200.0,369.4085294117647,682.6777953703424,34,29557,3,12,3,0,31,0,0,0
1599591,1120.0,765.0,671.6666666666666,501.5559124697199,3,26545,4,3,0,0,3,0,0,0
1599592,1700.0,443.0,634.88,512.6159478596038,25,16772,3,5,0,0,25,0,0,0
1599593,2400.0,1200.0,1000.6666666666666,616.2845663057502,15,42783,3,2,0,0,15,0,0,0
1599594,5825.0,500.0,1447.6799999999998,2454.7206382804543,5,37577,6,8,0,0,4,0,0,1
1599595,8000.0,20.0,106.46558951965065,555.0151092824207,229,22690,6,12,28,0,43,0,0,158
1599596,600.0,130.0,142.48717948717947,125.37394000073955,39,29354,2,6,0,0,38,0,0,1
1599597,2600.0,248.45499999999998,412.81464788732393,427.3748218625734,284,34525,5,9,0,0,275,0,0,9
1599598,960.0,500.0,579.957,364.0084225905248,20,28410,2,7,0,0,10,10,0,0
1599599,183.34,141.67000000000002,141.67000000000002,58.93027914408686,2,29614,3,4,2,0,0,0,0,0
1599600,2100.0,280.0,452.61801652892564,527.5515541246812,121,33748,2,12,0,0,104,3,0,14
1599601,2009.79,172.5,222.55170731707318,239.83206966338838,82,30996,5,12,12,0,42,3,0,25
1599602,1200.0,94.08,178.82944444444445,231.5430418604028,36,30508,5,6,0,0,36,0,0,0
1599603,650.0,50.0,75.7685046728972,102.20239906724986,107,38402,6,10,0,0,58,0,0,49
1599604,1200.0,145.0,243.9525,260.6273949786942,72,25592,6,12,26,0,46,0,0,0
1599605,811.16,89.25,170.17411764705884,189.05474398067318,68,16797,2,12,14,0,49,0,0,5
1599606,100.0,100.0,100.0,,1,54623,4,6,0,0,1,0,0,0
1599607,2100.0,370.0,712.8888888888889,653.8835918066662,18,31629,5,1,0,0,15,0,0,3
1599608,6000.0,90.0,206.8383870967742,541.0154874460366,155,21490,2,5,14,0,131,0,0,10
1599609,10000.0,210.0,827.2794696969697,1824.0304197465935,264,49888,2,7,14,0,106,85,0,59
1599610,700.0,207.0,222.0909090909091,190.74509406296903,11,37898,1,4,1,0,10,0,0,0
1599611,1000.0,514.5,474.6875,317.0824748126792,16,34025,3,6,0,0,16,0,0,0
1599612,120.0,60.0,59.0,38.79432948254165,5,33014,2,2,0,0,1,4,0,0
1599613,1314.0,250.0,616.7142857142857,574.6613909823021,21,29102,2,3,0,0,2,0,0,19
1599614,2020.0,150.0,230.04123711340208,285.49477948838273,97,28839,6,10,11,0,82,0,0,4
1599615,150.5,66.5,66.70869565217392,42.54022335116259,23,29126,4,1,12,0,11,0,0,0
1599616,6000.0,4950.0,4950.0,1484.9242404917497,2,54413,1,7,0,0,2,0,0,0
1599617,1550.0,230.0,350.70588235294116,388.6664322889685,17,22828,4,5,1,0,16,0,0,0
1599618,800.0,550.0,550.0,353.5533905932738,2,70588,2,5,0,0,0,0,0,2
1599619,430.0,430.0,430.0,,1,27221,4,8,0,0,1,0,0,0
1599620,290.0,270.0,270.0,28.284271247461902,2,28996,2,4,2,0,0,0,0,0
1599621,2000.0,206.60000000000002,454.74611111111113,558.7721765145928,54,27411,2,1,0,0,42,0,0,12
1599622,1000.0,1000.0,925.0,150.0,4,40752,7,1,0,0,4,0,0,0
1599623,5600.5,120.0,225.42887681159422,484.3739619229295,276,29858,2,9,32,0,101,15,0,128
1599624,10000.0,200.0,437.9021022727273,840.0683612840164,176,26804,6,9,23,0,110,36,0,7
1599625,503.28,132.715,178.2290909090909,176.60667511272695,22,33311,2,2,0,0,21,0,0,1
1599626,130.0,90.0,92.0,27.064737205448715,5,32550,3,11,4,0,0,0,0,1
1599627,6000.0,384.01,975.5647619047619,1530.935973348933,42,29712,2,2,0,0,27,13,0,2
1599628,1118.0,146.0,259.81204545454545,300.31204362609503,44,31459,5,4,0,0,44,0,0,0
1599629,960.0,732.5,732.5,321.7335854398791,2,17473,3,6,0,0,2,0,0,0
1599630,206.0,206.0,200.4923076923077,19.858267024863203,13,37304,3,7,0,0,1,0,0,12
1599631,1200.0,100.0,281.27941176470586,327.9025444460426,34,23559,3,11,9,0,3,1,0,21
1599632,6000.0,200.0,337.1130612244898,580.2317191440322,147,46997,6,5,9,0,99,0,0,39
1599633,3092.65,375.0,542.0803448275863,731.0934985079482,29,31982,2,6,0,0,29,0,0,0
1599634,2500.0,675.0,846.7628571428571,804.5420023020127,14,33385,4,12,0,0,14,0,0,0
1599635,7750.0,80.0,726.6470588235294,1860.2891892517837,17,20679,4,12,0,0,14,3,0,0
1599636,3500.0,297.5,572.4536363636363,769.1174737106807,22,24935,5,12,18,0,3,1,0,0
1599637,1800.0,941.5,941.5,1214.102343297302,2,49402,2,2,1,0,1,0,0,0
1599638,3000.0,200.0,715.3333333333334,928.9153941688176,15,36522,6,12,7,0,8,0,0,0
1599639,500.0,140.0,202.2173913043478,166.83441887140106,23,34358,1,2,2,0,21,0,0,0
1599640,530.0,175.27,204.05200000000002,139.13401870139455,15,26970,2,5,0,0,14,0,0,1
1599641,795.0,130.0,228.48387096774192,219.1169962931131,31,28134,3,8,12,0,15,2,0,2
1599642,700.0,80.0,136.76016666666666,160.84138997932163,60,28736,6,12,0,0,47,0,0,13
1599643,8000.0,110.0,324.12754491017967,954.2048092916224,167,20868,4,10,15,0,109,43,0,0
1599644,2500.0,350.3,547.356049382716,518.4260619164488,81,20281,2,12,16,0,52,0,0,13
1599645,4500.0,147.0,255.58929919137466,407.98986851364066,371,33698,3,12,0,0,172,21,0,178
1599646,300.0,200.0,200.0,141.4213562373095,2,34642,3,1,0,0,2,0,0,0
1599647,1000.0,550.0,575.0,330.40379335998347,4,31844,2,2,0,0,4,0,0,0
1599648,70.0,20.0,30.941176470588236,24.0844103836779,17,31466,3,9,5,0,12,0,0,0
1599649,3000.0,465.0,805.2083333333334,844.0616884615551,36,27600,3,12,0,0,16,0,0,20
1599650,3200.0,265.0,403.3962931034483,458.74066139819394,116,27087,2,12,26,0,85,5,0,0
1599651,1000.0,140.0,177.1589247311828,178.76406033155138,93,29726,2,2,21,0,67,0,0,5
1599652,84.0,31.0,36.56454545454546,22.120755576442843,11,39959,4,10,9,0,2,0,0,0
1599653,800.0,20.0,44.8696803652968,81.93090202030409,219,30685,6,2,1,0,27,49,0,142
1599654,285.0,70.0,96.79310344827586,72.44918382185683,29,30719,3,9,4,0,20,0,0,5
1599655,319.0,27.5,77.45833333333333,107.3171718728549,12,29632,4,5,0,0,12,0,0,0
1599656,7000.0,197.61,509.0460638297873,961.6244328903315,94,27306,2,12,12,0,61,7,0,14
1599657,89.0,50.0,40.526923076923076,23.365952931782097,13,18119,1,2,5,0,6,0,0,2
1599658,3000.0,126.0,241.64638297872338,453.34472487436676,47,16082,3,12,12,0,33,0,0,2
1599659,9000.0,308.75,715.3723809523809,1453.77579532144,42,30343,1,11,0,0,42,0,0,0
1599660,10000.0,260.0,492.4590243902439,1569.1149737476296,41,18156,4,12,0,0,41,0,0,0
1599661,1100.0,150.5,231.84722222222223,253.38830196791446,18,31073,2,10,13,0,5,0,0,0
1599662,1100.0,140.0,268.29294117647055,331.1650552927631,17,21595,2,7,0,0,16,0,0,1
1599663,3000.0,310.0,529.28,758.6301556533768,16,29248,2,7,3,0,13,0,0,0
1599664,8000.0,415.0,1726.6666666666667,3085.4345993176826,6,35940,4,1,4,0,2,0,0,0
1599665,400.0,200.0,216.23714285714286,124.08349470071697,7,32464,5,12,0,0,4,0,0,3
1599666,200.0,93.12,99.25176470588235,45.00436148798444,17,29087,4,11,1,0,6,0,0,10
1599667,10000.0,8300.0,7025.0,4016.9432823147176,4,29617,4,11,0,0,4,0,0,0
1599668,5000.0,449.62,810.2652272727272,1116.1789978282923,44,24083,2,10,1,0,36,5,0,2
1599669,3.0,3.0,3.0,,1,70916,1,10,0,0,1,0,0,0
1599670,4600.0,155.0,414.41249999999997,938.5306414874634,24,17432,2,6,4,0,20,0,0,0
1599671,400.0,350.0,296.27272727272725,119.28460999566617,11,29293,3,3,0,0,11,0,0,0
1599672,1592.75,372.5,442.91738095238094,402.60866578014185,42,28172,2,7,0,0,42,0,0,0
1599673,1360.0,305.0,444.99411764705883,304.53393029469686,17,30900,2,8,3,0,10,1,0,3
1599674,200.0,134.19,142.095,49.4042788295373,4,32387,4,8,0,0,4,0,0,0
1599675,1155.0,149.5,313.0447619047619,333.8348085898031,21,8144,5,1,7,0,6,0,0,8
1599676,300.0,95.0,104.71235294117648,70.01709679869373,17,26541,2,10,12,0,5,0,0,0
1599677,500.0,150.0,194.14285714285714,132.91400177608028,14,23569,3,1,0,0,1,13,0,0
1599678,10000.0,240.0,759.1268571428571,1943.4292309360399,70,10499,2,3,10,0,32,0,0,28
1599679,76.0,65.0,64.75,12.996794476587935,4,38377,4,1,0,0,4,0,0,0
1599680,196.01,97.78999999999999,108.40333333333332,60.36476792020827,12,26336,5,4,12,0,0,0,0,0
1599681,3000.0,400.0,520.8845161290322,559.9346175929157,31,31906,2,2,0,0,25,0,0,6
1599682,1800.0,234.0,329.1868085106383,340.0172957819901,47,35298,2,9,0,0,37,0,0,10
1599683,7682.0,300.0,745.3402777777778,1328.5879716397544,72,31131,2,10,0,0,29,0,0,43
1599684,1000.0,400.0,451.23478260869564,301.2130388320708,23,32718,2,11,18,0,0,5,0,0
1599685,855.0,139.0,251.46833333333333,231.22750875662936,24,29626,4,7,12,0,12,0,0,0
1599686,4900.0,110.0,334.9032258064516,638.9093809412243,93,33796,5,12,5,0,88,0,0,0
1599687,1200.0,440.0,406.27906976744185,293.3567895584938,43,29177,5,8,0,0,41,0,0,2
1599688,300.0,100.0,128.475,104.64567505488368,40,23635,6,3,0,0,14,0,0,26
1599689,1500.0,200.0,284.5743,254.33193687711866,100,23634,4,12,4,0,96,0,0,0
1599690,810.0,150.0,217.08181818181816,211.52488543689347,33,25483,2,1,0,0,26,0,0,7
1599691,3500.0,320.0,507.23466666666667,651.3841934038343,45,24942,4,7,0,0,39,0,0,6
1599692,8500.0,150.0,496.9047428571429,1090.6141744984936,175,28681,3,1,11,0,37,89,0,38
1599693,2000.0,350.0,670.625,841.1947122311898,8,52654,4,8,0,0,4,0,0,4
1599694,1050.0,50.0,119.79840425531914,196.2671140092304,94,31874,6,4,12,0,11,0,0,71
1599695,80.0,80.0,80.0,,1,48911,2,5,0,0,1,0,0,0
1599696,9000.0,200.0,811.4289473684211,2040.7675248921387,19,31814,3,10,2,0,14,1,0,2
1599697,330.0,330.0,330.0,0.0,2,31742,5,5,0,0,2,0,0,0
1599698,6152.0,20.0,139.6405263157895,613.2050170172167,152,28821,6,8,11,0,6,0,0,135
1599699,600.0,450.0,450.0,150.0,3,33376,4,9,0,0,3,0,0,0
1599700,10000.0,200.0,561.1425,1745.8743699084496,32,30324,5,5,14,0,13,0,0,5
1599701,2000.0,105.0,292.2257534246575,413.4143299366798,73,32155,2,12,12,0,57,2,0,2
1599702,3000.0,260.0,378.012,496.18328176043656,195,23806,6,3,26,0,135,12,0,22
1599703,759.67,32.73,249.14000000000001,301.3731247745286,23,28010,3,4,22,0,1,0,0,0
1599704,3087.5,150.0,247.1934497816594,414.99605625569916,229,18391,2,9,23,0,178,12,0,16
1599705,2750.0,200.0,430.0379365079365,567.5566906661104,63,15214,5,9,9,0,53,0,0,1
1599706,1200.0,275.0,318.5,267.90094365025226,24,28496,2,3,0,0,24,0,0,0
1599707,2100.0,44.25,256.765625,424.9113991967487,32,28760,3,6,0,0,31,0,0,1
1599708,500.0,57.5,123.5,155.13524565502337,10,5779,6,11,0,0,10,0,0,0
1599709,760.0,315.35,365.7153125,271.07197518174297,32,29854,2,1,0,0,29,3,0,0
1599710,1720.4,222.37,463.3644444444444,576.8908140165971,18,26921,2,1,1,0,17,0,0,0
1599711,594.0,594.0,594.0,,1,37234,2,4,1,0,0,0,0,0
1599712,4500.0,288.43,411.83279999999996,528.8682974604806,100,24739,2,3,0,0,100,0,0,0
1599713,1585.0,200.0,254.38359712230215,263.5259337511789,139,26721,2,10,25,0,65,0,0,49
1599714,2000.0,171.5,203.58858974358975,245.37888083069743,78,32322,3,7,0,0,73,1,0,4
1599715,1000.0,43.120000000000005,90.227,216.86795565626176,20,32881,4,3,17,0,2,0,0,1
1599716,1600.0,500.0,613.1153846153846,487.4728263301006,13,51162,5,2,0,0,5,0,0,8
1599717,5000.0,100.0,574.2552173913043,1223.3983068555376,23,28328,2,7,9,0,8,0,0,6
1599718,900.0,262.0,335.0,286.87899113660376,10,48167,3,10,0,0,9,0,0,1
1599719,1000.0,140.0,225.0,268.0640470733316,19,28885,2,7,0,0,0,0,0,19
1599720,200.0,100.0,120.83333333333333,45.016831868926005,12,40519,2,1,12,0,0,0,0,0
1599721,200.0,200.0,200.0,,1,82907,3,4,0,0,1,0,0,0
1599722,1000.0,255.0,281.11290322580646,189.32391402287587,62,21661,2,9,3,0,42,17,0,0
1599723,900.0,675.0,712.5,131.49778198382919,4,34756,2,8,0,0,4,0,0,0
1599724,281.0,120.0,147.26666666666668,93.70124764123372,15,29932,4,3,7,0,8,0,0,0
1599725,4188.05,236.63,521.1376190476191,888.4387577559578,63,24692,3,10,0,0,61,0,0,2
1599726,2600.0,2300.0,2300.0,424.26406871192853,2,50619,2,9,0,0,2,0,0,0
1599727,680.0,100.0,151.6926923076923,174.6231437709834,26,30575,2,4,3,0,7,0,0,16
1599728,1500.0,80.0,176.0743661971831,234.62749712032837,71,28355,5,1,26,0,44,0,0,1
1599729,800.0,240.0,242.46923076923076,154.49878329120114,65,30183,4,12,12,0,52,0,0,1
1599730,1000.0,96.0,187.31896551724137,259.3980328733435,58,28185,3,7,2,0,40,0,0,16
1599731,7000.0,452.5,1352.5,2038.95639527141,12,28059,7,9,0,0,12,0,0,0
1599732,2500.0,150.0,367.34567901234567,506.59460474312755,81,33773,3,5,16,0,52,5,0,8
1599733,4000.0,60.0,186.38734939759036,502.61762092189053,83,32090,6,4,28,0,11,8,0,36
1599734,500.0,45.0,107.41000000000001,137.50286601208884,27,24239,4,9,6,0,12,0,0,9
1599735,1000.0,307.86,303.7342857142857,197.924408009003,21,28741,1,12,12,0,7,0,0,2
1599736,2000.0,300.0,431.7195918367347,388.2115973761345,49,30305,2,5,1,0,45,3,0,0
1599737,5000.0,220.0,928.0,1401.7315999366176,24,30409,5,11,0,0,24,0,0,0
1599738,2223.64,132.0,232.71089820359282,325.85343741950004,167,24740,3,7,20,0,109,0,0,38
1599739,6000.0,148.0,349.54194690265484,725.4683307056828,113,22058,4,5,0,0,107,0,0,6
1599740,4000.0,100.0,215.54094339622642,550.1822850036024,53,32489,5,1,23,0,30,0,0,0
1599741,9900.0,150.0,594.353294117647,1379.623423367154,85,25685,2,10,0,0,34,1,0,50
1599742,750.0,116.0,195.1005882352941,210.29694196931885,51,26280,2,3,8,0,41,0,0,2
1599743,6400.0,250.0,694.3942424242425,1059.0337074494053,66,30474,3,10,17,0,48,0,0,1
1599744,360.0,5.0,50.75545454545454,106.83694879241324,11,29835,1,9,9,0,2,0,0,0
1599745,242.25,129.5,148.956,49.507394778737634,10,29109,4,1,10,0,0,0,0,0
1599746,5000.0,400.0,486.54184999999995,531.4051072450359,200,22875,2,7,30,0,156,0,0,14
1599747,650.0,136.04,194.34153846153848,164.33224277086515,13,30082,3,12,9,0,3,0,0,1
1599748,5000.0,635.0,1413.5714285714287,1335.3736927016587,35,30826,4,4,0,0,21,13,0,1
1599749,1000.0,60.675,156.5725925925926,184.0351658170323,54,30301,2,6,0,0,54,0,0,0
1599750,10000.0,590.0,1647.7378494623656,2317.637598206998,279,39806,6,12,11,0,123,0,0,145
1599751,910.0,150.0,403.3333333333333,438.7862045841156,3,7332,2,3,0,0,0,3,0,0
1599752,1435.0,700.0,683.6666666666666,307.192601013838,18,18632,2,1,0,0,18,0,0,0
1599753,10000.0,168.19,497.7349777777778,1445.0577482001008,225,23196,2,8,19,0,77,33,0,96
1599754,9000.0,430.0,687.8416363636363,1108.2238161465227,110,6700,1,6,0,0,73,20,0,17
1599755,2000.0,560.21,844.03,655.5751619506849,7,39925,4,3,0,0,7,0,0,0
1599756,4000.0,452.07,548.7548333333333,673.0684350917973,60,27212,3,6,0,0,55,0,0,5
1599757,5000.0,5000.0,3343.3333333333335,2869.43083787244,3,36035,3,2,0,0,1,0,0,2
1599758,723.0,250.0,297.22583333333336,182.36652705513566,12,29852,1,3,0,0,12,0,0,0
1599759,1900.0,300.0,385.7378,364.6727936741123,50,28463,5,10,0,0,45,0,0,5
1599760,2223.83,330.0,643.7572727272727,591.0747356145567,11,33412,3,1,0,0,11,0,0,0
1599761,3518.0,228.0,347.8731386861314,455.57776084774696,137,22758,6,3,22,0,76,28,0,11
1599762,2418.0,170.0,270.4417777777778,431.2546106382721,45,23820,2,8,1,0,16,12,0,16
1599763,1500.0,150.0,250.46153846153845,312.09831836119633,39,24938,2,9,13,0,12,0,0,14
1599764,3500.0,202.5,578.6764705882352,850.6867001745311,34,22902,2,5,0,0,34,0,0,0
1599765,1000.0,200.0,260.2,252.69632628442992,35,27438,6,10,1,0,3,19,0,12
1599766,2000.0,150.0,212.82244897959183,306.9919770363893,49,33545,2,1,0,0,29,0,0,20
1599767,4500.0,467.0,604.6490099009901,613.0420928867854,101,18881,2,3,15,0,86,0,0,0
1599768,2000.0,650.0,805.5949999999999,538.9178897906096,12,25602,3,3,0,0,12,0,0,0
1599769,6500.0,200.0,319.14480968858135,556.3035678264517,289,33625,5,10,38,0,112,132,0,7
1599770,1000.0,340.0,381.45238095238096,274.87232967151795,21,29383,2,3,0,0,18,0,0,3
1599771,1000.0,100.0,158.71428571428572,182.00413237528616,35,14198,4,5,0,0,35,0,0,0
1599772,5294.0,100.0,448.98625,1299.4760596839278,16,35412,2,10,0,0,3,0,0,13
1599773,480.0,191.0,236.9,223.70992378524474,3,34649,4,4,2,0,1,0,0,0
1599774,647.36,315.5,321.09000000000003,266.38119127796296,4,42564,4,2,1,0,1,1,0,1
1599775,901.1,100.0,137.5814705882353,159.78393172395582,34,25984,4,3,0,0,34,0,0,0
1599776,9900.0,140.0,287.71663507109,894.670197739051,211,59753,3,7,19,0,142,0,0,50
1599777,1800.0,480.0,631.6666666666666,651.1963349610213,6,16897,2,1,0,0,6,0,0,0
1599778,358.75,100.0,115.58666666666666,120.15065017758013,15,29361,6,11,0,0,5,0,0,10
1599779,2000.0,34.635000000000005,197.215,463.1617768854065,18,27832,3,4,10,0,6,0,0,2
1599780,1000.0,15.0,115.95654205607477,189.5178677647064,107,27280,6,10,14,0,29,1,0,63
1599781,600.0,100.0,190.80769230769232,182.2410878549733,13,33652,2,1,0,0,13,0,0,0
1599782,9000.0,120.0,472.9375,1572.955794500155,32,31442,3,6,12,0,19,0,0,1
1599783,2005.0,73.0,248.67029411764707,430.7610805939371,34,25943,2,11,14,0,13,0,0,7
1599784,1200.0,152.0,420.19545454545454,425.2814037167305,11,31489,5,2,0,0,11,0,0,0
1599785,300.0,144.5,143.46800000000002,86.35597654154832,10,41725,3,11,0,0,10,0,0,0
1599786,1800.0,160.0,298.4375,378.802096385179,32,37062,4,7,0,0,2,0,0,30
1599787,4000.0,508.05,910.43,1042.4756026931884,20,6204,3,7,0,0,19,0,0,1
1599788,280.0,50.0,74.36212765957447,63.37403339237713,47,12356,4,1,17,0,30,0,0,0
1599789,1500.0,67.0,126.19276729559749,182.10911534304864,159,34176,6,10,20,0,66,4,0,69
1599790,4000.0,220.5,348.2263043478261,608.5857699485065,46,25129,3,1,10,0,34,0,0,2
1599791,10000.0,700.0,3371.7444444444445,4044.650672515426,27,20904,3,12,0,0,24,0,0,3
1599792,1200.0,124.0,171.8117142857143,214.6242545430298,35,30009,2,12,10,0,9,6,0,10
1599793,3000.0,252.5,462.4202941176471,539.9509849865744,68,14989,1,9,0,0,68,0,0,0
1599794,260.0,70.0,120.0,104.1633332799983,5,38314,6,10,0,0,5,0,0,0
1599795,10000.0,1432.0,2426.4295652173914,2608.8047511780032,69,21300,4,7,0,0,68,0,0,1
1599796,6400.0,6400.0,6400.0,,1,49030,2,3,0,0,1,0,0,0
1599797,7.0,5.5,5.75,0.9574271077563381,4,43504,2,2,4,0,0,0,0,0
1599798,40.0,30.0,30.0,14.142135623730951,2,39203,3,8,0,0,2,0,0,0
1599799,3000.0,300.0,702.4208974358975,846.7965342075614,78,30393,2,12,1,0,70,2,0,5
1599800,10000.0,190.0,921.4038461538462,2080.0139127382336,26,30413,2,2,0,0,17,0,0,9
1599801,225.0,194.5,194.5,43.1335136523794,2,34504,4,7,0,0,2,0,0,0
1599802,10.0,10.0,10.0,,1,66792,1,3,0,0,1,0,0,0
1599803,1800.0,197.5,304.6363333333333,416.7110286474751,30,27782,2,3,0,0,29,0,0,1
1599804,4000.0,4000.0,4000.0,,1,67372,5,3,0,0,1,0,0,0
1599805,1300.0,100.0,166.9512195121951,194.31226634040956,82,16729,2,11,37,0,23,0,0,22
1599806,100.0,95.0,75.0,39.05124837953327,3,26961,2,4,0,0,3,0,0,0
1599807,5000.0,55.0,174.06406896551724,443.53180048756957,145,30489,6,9,54,0,43,0,0,48
1599808,2040.02,200.0,572.3984848484849,659.7162014415801,33,39833,5,12,0,0,0,32,0,1
1599809,400.0,295.0,247.8125,123.24729544023809,16,27740,3,12,0,0,16,0,0,0
1599810,1812.0,285.0,407.5525,469.8498506782719,72,29562,6,1,15,0,29,0,0,28
1599811,151.0,100.0,101.33333333333333,49.013603553843424,3,51480,2,7,3,0,0,0,0,0
1599812,2260.0,300.0,417.73267857142855,449.426690545569,112,29330,5,6,0,0,75,10,0,27
1599813,1156.8,350.0,374.5022448979592,292.0836494073323,49,25685,2,10,11,0,38,0,0,0
1599814,515.0,93.97999999999999,156.29999999999998,149.36203874539814,12,34305,2,2,4,0,8,0,0,0
1599815,3000.0,166.0,284.7741791044776,400.9733612482946,67,28135,3,12,15,0,51,0,0,1
1599816,420.0,90.0,142.5,143.48205462705084,6,33522,7,3,0,0,6,0,0,0
1599817,1100.0,60.0,119.17084033613445,154.47954351754655,119,78232,2,10,0,0,119,0,0,0
